1,0,21.478
2,0,24.593
3,0,25.851
4,0,25.374
5,0,27.747
6,0,26.269
7,0,29.759
8,0,25.273
9,0,24.49
10,25,23.614
11,50,17.599
12,75,24.398
13,100,20.129
14,100,16.002
15,100,18.507
16,100,10.9497
17,100,13.2286
18,100,12.5346
19,75,13.7953
20,50,14.467
21,25,13.289
22,0,16.543
23,0,18.147
24,0,21.755
25,0,20.115
26,0,24.301
27,0,22.867
28,0,23.177
29,0,24.314
30,0,28.82
31,0,27.628
32,0,27.175
33,0,29.466
34,25,25.816
35,50,23.884
36,75,24.697
37,100,17.87
38,100,18.905
39,100,17.437
40,100,13.8853
41,100,13.8644
42,100,10.6858
43,75,10.861
44,50,14.051
45,25,16.463
46,0,21.774
47,0,17.143
48,0,20.875
49,0,26.316
50,0,24.174
51,0,27.155
52,0,23.865
53,0,26.222
54,0,27.298
55,0,30.179
56,0,27.011
57,0,28.03
58,25,21.13
59,50,22.78
60,75,19.874
61,100,16.325
62,100,18.528
63,100,16.331
64,100,14.44
65,100,10.7657
66,100,15.272
67,75,13.8572
68,50,13.2427
69,25,15.065
70,0,16.079
71,0,14.976
72,0,19.929
73,0,20.147
74,0,24.106
75,0,21.733
76,0,21.322
77,0,24.261
78,0,28.51
79,0,28.765
80,0,28.47
81,0,26.367
82,25,25.601
83,50,22.536
84,75,23.245
85,100,16.755
86,100,18.422
87,100,14.069
88,100,13.703
89,100,14.539
90,100,15.096
91,75,10.9216
92,50,16.362
93,25,16.339
94,0,16.467
95,0,18.086
96,0,20.065
97,0,20.116
98,0,21.975
99,0,27.457
100,0,25.483
101,0,25.031
102,0,31.05
103,0,30.452
104,0,27.108
105,0,23.615
106,25,24.344
107,50,23.176
108,75,22.073
109,100,18.956
110,100,18.399
111,100,16.551
112,100,11.8714
113,100,11.5371
114,100,11.5353
115,75,12.1412
116,50,13.1997
117,25,15.044
118,0,10.5448
119,0,17.562
120,0,22.985
121,0,21.345
122,0,19.183
123,0,25.34
124,0,23.556
125,0,27.292
126,0,29.148
127,0,28.637
128,0,29.732
129,0,28.639
130,25,23.931
131,50,24.002
132,75,19.632
133,100,16.835
134,100,19.362
135,100,15.767
136,100,14.263
137,100,15.255
138,100,14.207
139,75,13.8573
140,50,16.341
141,25,16.878
142,0,17.083
143,0,17.096
144,0,19.197
145,0,20.206
146,0,24.539
147,0,20.15
148,0,24.972
149,0,24.618
150,0,27.078
151,0,29.28
152,0,29.218
153,0,24.597
154,25,24.291
155,50,23.762
156,75,20.938
157,100,20.082
158,100,18.312
159,100,13.9069
160,100,14.019
161,100,9.1689
162,100,15.308
163,75,11.8987
164,50,11.4332
165,25,14.511
166,0,13.7458
167,0,18.435
168,0,19.379
